hotel name,rating,rating text,place,near by place,discount price,actual price,facilities,destination name,,
Hotel New Empire,2.8,Average,Jodhpur,Not Available,1923,4500,24-hour Room Service,Ahmedabad,,
Hotel Saubhagya,3.5,Very Good,Aslali,Not Available,1466,1936,Restaurant,Ahmedabad,,
Hotel New York,3.5,Very Good,Hansol,3.6 km drive to Sardar Vallabhbhai Patel International Airport,1281,1499,Restaurant,Ahmedabad,,
Hotel Sarovar Inn Narol,1.7,Poor,Narolgam,Not Available,1059,1399,24-hour Room Service,Ahmedabad,,
Hotel Grand Unity,3.7,Very Good,Changodar,17.9 km from city centre,1600,3150,Gym,Ahmedabad,,
Hotel Sun Square,3.6,Very Good,Chandkheda,Not Available,2320,3000,24-hour Room Service,Ahmedabad,,
Hotel Ashray,2.4,Average,Ellisbridge,6 minutes walk to Gandhigram Railway Station,2617,2999,24-hour Room service,Ahmedabad,,
HOTEL BHAVYA VILLA,3.2,Good,Ashram Road,9.5 km drive to Sardar Vallabhbhai Patel International Airport,2988,4000,24-hour Room service,Ahmedabad,,
Hotel Royal Night,2.8,Average,Old Wadaj,6 minutes walk to Sabarmati Ashram,1135,1499,Restaurant,Ahmedabad,,
Hotel Mukund Inn,2.9,Average,Sarkhej Gandhinagar highway,3 minutes walk to Prahlad Nagar Garden,1130,1999,24-hour Room Service,Ahmedabad,,
Hotel Deep Palace,3.3,Good,Khokhra,2 minutes walk to Maninagar Railway Station,803,1490,Fireplace,Ahmedabad,,
Hotel Mansarovar.,3,Good,Odhav,Not Available,3519,5000,24-hour Room Service,Ahmedabad,,
Green Park Hotel,3.5,Very Good,Chandlodia,Not Available,1088,1709,24-hour Room service,Ahmedabad,,
VITS Jamnagar.,4,Very Good,In Khambhaliya,46.0 km from Jamnagar city centre,2831,3332,Restaurant,Botad,,
Celebration Hotel,3.9,Very Good,Park Colony,10 minutes walk to Lakhota Lake,3300,3300,Gym,Botad,,
LIME TREE HOTEL,3.3,Good,Indradeep Society,1.6 km drive to Lakhota Lake,1427,2000,Restaurant,Botad,,
Hotel SSV,3.8,Very Good,Nava Nagar,8 minutes walk to Lakhota Lake,1293,1450,24-hour Room Service,Botad,,
Ashiana Hotel,3.6,Very Good,Nava Nagar,8 minutes walk to Lakhota Lake,1000,1000,Restaurant,Botad,,
HOTEL MANSI,4.6,Excellent,Jamnagar,15.9 km from city centre,1766,2550,Restaurant,Botad,,
The Sky Imperial Hotel Kailash,4.3,Excellent,Ajanta Society,4.3 km drive to Jamnagar Airport (JGA),3636,4700,Gym,Botad,,
Hotel Hirisa - a unit of Hotel Fortune Palace,4,Very Good,Mayur Nagar,2.4 km drive to Lakhota Lake,3494,4000,Restaurant,Botad,,
7 Seasons Resort & Spa,3.9,Very Good,Ravalsar,7.7 km drive to Jamnagar Airport (JGA),4973,5540,Jacuzzi,Botad,,
Hotel Kirti,3.9,Very Good,Kadiawad,9 minutes walk to Lakhota Lake,1471,1650,24-hour Room Service,Botad,,
Raaj Svastik Inn,4,Very Good,Sapar,22.4 km from city centre,2114,2895,Restaurant,Botad,,
HOTEL PRINCE RESIDENCY,3.9,Very Good,Summair Club Road,3 minutes walk to Lakhota Lake,1605,2000,Restaurant,Botad,,
Prince Residency Club House,4.2,Very Good,Park Colony,1.3 km drive to Lakhota Lake,1338,1500,24-hour Room service,Botad,,
Nanda Comfort In,3.8,Very Good,Indradeep Society,1.9 km drive to Lakhota Lake,2184,2500,Restaurant,Botad,,
Click Hotel Tulsi,3.9,Very Good,Nani Khavdi,23.6 km from city centre,2200,3666,Spa,Botad,,
The Garden Ananta Elite,3.6,Very Good,In Rajkot,80.0 km from Jamnagar city centre,4524,7000,Swimming Pool,Botad,,
Hotel Chetna,3.7,Very Good,Kadiawad,10 minutes walk to Lakhota Lake,1324,1650,24-hour Room service,Botad,,
Hotel President,3.7,Very Good,Nava Nagar,8 minutes walk to Lakhota Lake,2500,2500,Restaurant,Botad,,
Sapphero Akshar Inn Jamnagar,3.4,Good,Kamdar Colony,2.0 km drive to Lakhota Lake,1801,2599,Restaurant,Botad,,
Kings Kraft The Park Executive Jamnagar,4.5,Excellent,Jamnagar,20.9 km from city centre,2965,3500,Swimming Pool,Botad,,
Hotel Rajdhani,3.7,Very Good,Kadiawad,1.3 km drive to Lakhota Lake,862,1000,24-hour Room service,Botad,,
Hotel Regency International,4.3,Excellent,Jamnagar,20.9 km from city centre,1832,2150,Restaurant,Botad,,
Hotel Punit,3.9,Very Good,Kadiawad,10 minutes walk to Lakhota Lake,1498,1900,24-hour Room service,Botad,,
HOTEL PARADISE,2.6,Average,Kadiawad,9 minutes walk to Lakhota Lake,957,1200,Restaurant,Botad,,
HOTEL GOKUL Project by Samruddhi Enterprise,3.5,Very Good,Sapar,21.7 km from city centre,1343,1761,Restaurant,Botad,,
Hotel Millennium Plaza,2.5,Average,Nani Khavdi,24.3 km from city centre,1882,2200,Swimming Pool,Botad,,
Pooja Hotel and Guest House,3.5,Very Good,Kamdar Colony,2.0 km drive to Lakhota Lake,1605,1800,Restaurant,Botad,,
Hotel Jay Kishan,3.5,Very Good,Nani Khavdi,24.0 km from city centre,1070,1200,24-hour Room service,Botad,,
Hotel Tulsi Residency,3.1,Good,Bed,21.1 km from city centre,1427,1600,24-hour Room service,Botad,,
Hotel Parth,3.3,Good,Nani Khavdi,24.9 km from city centre,1925,2250,Lounge,Botad,,
Hotel Trimurti,3.1,Good,Kadiawad,10 minutes walk to Lakhota Lake,2047,2750,24-hour Room service,Botad,,
Sayaji Jamnagar,4.4,Excellent,Patrakar Colony,10 minutes walk to Lakhota Lake,5450,5450,Gym,Botad,,
"Anaya Beacon Hotel, Jamnagar",4.3,Excellent,Kamdar Colony,1.9 km drive to Lakhota Lake,3385,5359,Restaurant,Botad,,
Click Hotel By Suba,3.3,Good,Patrakar Colony,7 minutes walk to Lakhota Lake,1649,2999,Restaurant,Botad,,
Lords Eco Inn Jamnagar,3.9,Very Good,Dared,7.4 km drive to Jamnagar Airport (JGA),5202,5202,Restaurant,Botad,,
Hotel Kailash,2.8,Average,Digvijay Plot,About a minute walk to Lakhota Lake,1284,1500,Restaurant,Botad,,
Eco Inn Hotel,3.6,Very Good,Kadiawad,9 minutes walk to Lakhota Lake,1034,2000,24-hour Room Service,Botad,,
HOTEL LOYAL RESIDENCY,3.3,Good,Nava Nagar,8 minutes walk to Lakhota Lake,1073,1500,Restaurant,Botad,,
Lords Inn Jamnagar,4,Very Good,Nani Khavdi,23.7 km from city centre,3199,3199,Jacuzzi,Botad,,
Hotel Highway Hari,3.9,Very Good,Ravalsar,7.9 km drive to Jamnagar Airport (JGA),1972,2500,Restaurant,Botad,,
Raj Guest House,3.5,Very Good,Government Colony,About a minute walk to Lakhota Lake,4515,5000,Lounge,Botad,,
Chandramauli Guest House,3.5,Very Good,Summair Club Road,3 minutes walk to Lakhota Lake,5386,6000,Swimming Pool,Botad,,
Hotel Express Residency,3.7,Very Good,Sapar,22.0 km from city centre,3283,3758,Jacuzzi,Botad,,
Celebration Hotel,3.9,Very Good,Park Colony,10 minutes walk to Lakhota Lake,3300,3300,Gym,Jamnagar,,
VITS Jamnagar.,4,Very Good,In Khambhaliya,46.0 km from Jamnagar city centre,2831,3332,Restaurant,Jamnagar,,
Sayaji Jamnagar,4.4,Excellent,Patrakar Colony,10 minutes walk to Lakhota Lake,5450,5450,Gym,Jamnagar,,
"Anaya Beacon Hotel, Jamnagar",4.3,Excellent,Kamdar Colony,1.9 km drive to Lakhota Lake,3315,5359,Restaurant,Jamnagar,,
Lords Eco Inn Jamnagar,3.9,Very Good,Dared,7.4 km drive to Jamnagar Airport (JGA),5202,5202,Restaurant,Jamnagar,,
The Sky Imperial Hotel Kailash,4.3,Excellent,Ajanta Society,4.3 km drive to Jamnagar Airport (JGA),3636,4700,Gym,Jamnagar,,
LIME TREE HOTEL,3.3,Good,Indradeep Society,1.6 km drive to Lakhota Lake,1406,2000,Restaurant,Jamnagar,,
HOTEL MANSI,4.6,Excellent,Jamnagar,15.9 km from city centre,1764,2550,Restaurant,Jamnagar,,
Click Hotel By Suba,3.3,Good,Patrakar Colony,7 minutes walk to Lakhota Lake,1649,2999,Restaurant,Jamnagar,,
Eco Inn Hotel,3.6,Very Good,Kadiawad,9 minutes walk to Lakhota Lake,1034,2000,24-hour Room Service,Jamnagar,,
Hotel SSV,3.8,Very Good,Nava Nagar,8 minutes walk to Lakhota Lake,1274,1450,24-hour Room Service,Jamnagar,,
HOTEL LOYAL RESIDENCY,3.3,Good,Nava Nagar,8 minutes walk to Lakhota Lake,1073,1500,Restaurant,Jamnagar,,
Ashiana Hotel,3.6,Very Good,Nava Nagar,8 minutes walk to Lakhota Lake,1000,1000,Restaurant,Jamnagar,,
Lords Inn Jamnagar,4,Very Good,Nani Khavdi,23.7 km from city centre,3199,3199,Jacuzzi,Jamnagar,,
Hotel Highway Hari,3.9,Very Good,Ravalsar,7.9 km drive to Jamnagar Airport (JGA),1972,2500,Restaurant,Jamnagar,,
Hotel Hirisa - a unit of Hotel Fortune Palace,4,Very Good,Mayur Nagar,2.4 km drive to Lakhota Lake,3491,4000,Restaurant,Jamnagar,,
7 Seasons Resort & Spa,3.9,Very Good,Ravalsar,7.7 km drive to Jamnagar Airport (JGA),4901,5540,Jacuzzi,Jamnagar,,
Hotel Kirti,3.9,Very Good,Kadiawad,9 minutes walk to Lakhota Lake,1477,1650,24-hour Room Service,Jamnagar,,
HOTEL PRINCE RESIDENCY,3.9,Very Good,Summair Club Road,3 minutes walk to Lakhota Lake,1588,2000,Restaurant,Jamnagar,,
Prince Residency Club House,4.2,Very Good,Park Colony,1.3 km drive to Lakhota Lake,1342,1500,24-hour Room service,Jamnagar,,
Raaj Svastik Inn,4,Very Good,Sapar,22.4 km from city centre,2121,2895,Restaurant,Jamnagar,,
Nanda Comfort In,3.8,Very Good,Indradeep Society,1.9 km drive to Lakhota Lake,2191,2500,Restaurant,Jamnagar,,
Click Hotel Tulsi,3.9,Very Good,Nani Khavdi,23.6 km from city centre,2200,3666,Spa,Jamnagar,,
The Garden Ananta Elite,3.6,Very Good,In Rajkot,80.0 km from Jamnagar city centre,4477,7000,Swimming Pool,Jamnagar,,
Hotel Chetna,3.7,Very Good,Kadiawad,10 minutes walk to Lakhota Lake,1311,1650,24-hour Room service,Jamnagar,,
Hotel President,3.7,Very Good,Nava Nagar,8 minutes walk to Lakhota Lake,2500,2500,Restaurant,Jamnagar,,
Sapphero Akshar Inn Jamnagar,3.4,Good,Kamdar Colony,2.0 km drive to Lakhota Lake,1807,2599,Restaurant,Jamnagar,,
Kings Kraft The Park Executive Jamnagar,4.5,Excellent,Jamnagar,20.9 km from city centre,2995,3500,Swimming Pool,Jamnagar,,
Hotel Rajdhani,3.7,Very Good,Kadiawad,1.3 km drive to Lakhota Lake,853,1000,24-hour Room service,Jamnagar,,
Hotel Express Residency,3.7,Very Good,Sapar,22.0 km from city centre,3293,3758,Jacuzzi,Jamnagar,,
Hotel Regency International,4.3,Excellent,Jamnagar,20.9 km from city centre,1856,2150,Restaurant,Jamnagar,,
Hotel Punit,3.9,Very Good,Kadiawad,10 minutes walk to Lakhota Lake,1502,1900,24-hour Room service,Jamnagar,,
HOTEL PARADISE,2.6,Average,Kadiawad,9 minutes walk to Lakhota Lake,965,1200,Restaurant,Jamnagar,,
HOTEL GOKUL Project by Samruddhi Enterprise,3.5,Very Good,Sapar,21.7 km from city centre,1324,1761,Restaurant,Jamnagar,,
Hotel Millennium Plaza,2.5,Average,Nani Khavdi,24.3 km from city centre,1880,2200,Swimming Pool,Jamnagar,,
Pooja Hotel and Guest House,3.5,Very Good,Kamdar Colony,2.0 km drive to Lakhota Lake,1582,1800,Restaurant,Jamnagar,,
Hotel Jay Kishan,3.5,Very Good,Nani Khavdi,24.0 km from city centre,1055,1200,24-hour Room service,Jamnagar,,
Hotel Tulsi Residency,3.1,Good,Bed,21.1 km from city centre,1406,1600,24-hour Room service,Jamnagar,,
Hotel Parth,3.3,Good,Nani Khavdi,24.9 km from city centre,1923,2250,Lounge,Jamnagar,,
Hotel Trimurti,3.1,Good,Kadiawad,10 minutes walk to Lakhota Lake,2045,2750,24-hour Room service,Jamnagar,,
Hotel Kailash,2.8,Average,Digvijay Plot,About a minute walk to Lakhota Lake,1266,1500,Restaurant,Jamnagar,,
Raj Guest House,3.5,Very Good,Government Colony,About a minute walk to Lakhota Lake,4515,5000,Lounge,Jamnagar,,
Chandramauli Guest House,3.5,Very Good,Summair Club Road,3 minutes walk to Lakhota Lake,5330,6000,Swimming Pool,Jamnagar,,
THE GORBANDH PALACE,3.9,Very Good,"Piraman, Ankleshwar",Not Available,2406,4500,Gym,Bharuch,,
Ginger Bharuch,3.8,Very Good,"Moficer Jin Compound, Bharuch",7 minutes walk to Bharuch Junction Railway Station,2924,2924,Gym,Bharuch,,
VITS Select Bharuch,3.5,Very Good,"Bholav, Bharuch",960 m drive to Bharuch Junction Railway Station,1694,2483,Restaurant,Bharuch,,
Hotel Silver Leaf Ankleshwar,4.1,Very Good,"Piraman, Ankleshwar",Not Available,2671,3450,24-hour Room service,Bharuch,,
Lords Eco Inn Dahej,3.4,Good,"Dahej Chokadi, Dahej",Not Available,2250,2500,Gym,Bharuch,,
Hotel Comfort,3.7,Very Good,"Bholav, Bharuch",Not Available,1878,2150,Gym,Bharuch,,
HOTEL SHA INN,3.5,Very Good,"Piraman, Ankleshwar",Not Available,1276,3000,24-hour Room service,Bharuch,,
"Biznotel by Pride, Bharuch",3.2,Good,"Vadadla, Bharuch",Not Available,2185,2875,Swimming Pool,Bharuch,,
Hotel Shalimar,3.3,Good,"Old Town, Bharuch",7 minutes walk to Bharuch Junction Railway Station,1652,3200,Restaurant,Bharuch,,
Bed & Bread Dormitory,3.6,Very Good,"Moficer Jin Compound, Bharuch",7 minutes walk to Bharuch Junction Railway Station,765,1000,Air Conditioning,Bharuch,,
Fortune Park Dahej - Member ITC Hotels' Group,4.1,Very Good,"Dahej Chokadi, Dahej",Not Available,4725,4725,Gym,Bharuch,,
Super Townhouse Oak Bharuch Near Railway Station,3.9,Very Good,"Old Town, Bharuch",8 minutes walk to Bharuch Junction Railway Station,1721,3171,24-hour Room service,Bharuch,,
Hotel Landmark,3.4,Good,"Jolva, Dahej",Not Available,1485,1700,Restaurant,Bharuch,,
Antarim Express,3.7,Very Good,"Vadadla, Bharuch",Not Available,1782,3000,Restaurant,Bharuch,,
Hotel Princess,3.8,Very Good,"Piraman, Ankleshwar",Not Available,1506,3099,Jacuzzi,Bharuch,,
VITS Shalimar Ankleshwar,3.8,Very Good,"Piraman, Ankleshwar",Not Available,2777,2777,Spa,Bharuch,,
Rang Lords Inn Bharuch,4.2,Very Good,"Bholav, Bharuch",Not Available,2999,2999,Restaurant,Bharuch,,
"Hotel EL Magnifico,Dahej",3.6,Very Good,"IPCL Main Rd, Dahej",Not Available,1161,1500,Restaurant,Bharuch,,
Regenta Central Harimangala Bharuch by Royal Orchid Hotels Limited,4.1,Very Good,"Bholav, Bharuch",Not Available,5154,5700,Spa,Bharuch,,
"Regenta Central Hestia, Dahej",4.1,Very Good,"Dahej, Dahej",Not Available,3617,4000,Spa,Bharuch,,
Hyatt Place Bharuch,4.6,Excellent,"Bholav, Bharuch",Not Available,7700,7700,Spa,Bharuch,,
The Flamboyant Natraj,2.9,Average,"Moficer Jin Compound, Bharuch",5 minutes walk to Bharuch Junction Railway Station,2285,4100,Restaurant,Bharuch,,
Hotel The Eastern,4.3,Excellent,"Piraman, Ankleshwar",Not Available,1734,2800,Restaurant,Bharuch,,
Hotel Paradise,4.3,Excellent,"Piraman, Ankleshwar",Not Available,1685,2100,Gym,Bharuch,,
Lords Plaza Ankleshwar,4,Very Good,"Piraman, Ankleshwar",Not Available,4800,4800,Gym,Bharuch,,
Mastiff Hotel Ankleshwar,4.3,Excellent,"Piraman, Ankleshwar",Not Available,3642,5450,Gym,Bharuch,,
LUXY HOTEL,4.2,Very Good,"Dahej Chokadi, Dahej",Not Available,2764,3400,Spa,Bharuch,,
Hotel Monarch Excelency,3.7,Very Good,"Piraman, Ankleshwar",Not Available,1024,1125,24-hour Room service,Bharuch,,
Hotel Sadanand,4.2,Very Good,"Hifazat Nagar, Ankleshwar",Not Available,2697,3088,Restaurant,Bharuch,,
Hotel Mayura,2.8,Average,"Piraman, Ankleshwar",Not Available,834,1450,24-hour Room service,Bharuch,,
HOTEL TIRTH,3.7,Very Good,"Piraman, Ankleshwar",Not Available,1115,1250,Lounge,Bharuch,,
"Click Hotel Royal Pearl, Galenda",4,Very Good,"Dahej, Dahej",Not Available,2691,3450,Restaurant,Bharuch,,
The Radiant Swan,3.7,Very Good,"Jolva, Dahej",Not Available,3407,3900,Swimming Pool,Bharuch,,
Hotel Shital,3.8,Very Good,"Bharuch, Bharuch",Not Available,1882,2200,Restaurant,Bharuch,,
SAVANIKA GUEST HOUSE,2.7,Average,"Moficer Jin Compound, Bharuch",7 minutes walk to Bharuch Junction Railway Station,892,1000,Kitchenette,Bharuch,,
Hotel Relax Inn,4.5,Excellent,"Piraman, Ankleshwar",Not Available,2112,2599,Restaurant,Bharuch,,
The Grand Shivkrupa Hotel,2.7,Average,"Luwara, Bharuch",Not Available,1759,2000,Restaurant,Bharuch,,
THE HORIZON HOTEL,3.9,Very Good,"Piraman, Ankleshwar",Not Available,1445,2150,Restaurant,Bharuch,,
Hotel Classic,3.5,Very Good,"Old Town, Bharuch",7 minutes walk to Bharuch Junction Railway Station,1137,1275,Lounge,Bharuch,,
Hotel Balram,2.9,Average,"Dahej, Dahej",Not Available,980,1099,24-hour Room service,Bharuch,,
Hotel Asopalav,2.1,Average,"Ankleshwar, Ankleshwar",Not Available,4488,5000,24-hour Room service,Bharuch,,
Maha Shiv Hotel,2,Average,"Piraman, Ankleshwar",Not Available,891,999,Lounge,Bharuch,,
Hotel Signature,3.5,Very Good,"Ankleshwar, Ankleshwar",Not Available,1337,1499,24-hour Room service,Bharuch,,
Hotel Studio 60,3.5,Very Good,"Ankleshwar, Ankleshwar",Not Available,1605,1800,24-hour Room service,Bharuch,,
"Uday Palace Navsari, a member of Radisson Individuals",4.3,Excellent,Navsari,Not Available,6000,6000,Swimming Pool,Navsari,,
Lords Eco Inn Navsari,4.1,Very Good,Kabilpore,Not Available,2800,2800,Restaurant,Navsari,,
Hotel Runway,4.1,Very Good,Navsari,Not Available,1428,2000,Restaurant,Navsari,,
Hotel Fun City,3.8,Very Good,Tighra,Not Available,3595,5550,Restaurant,Navsari,,
GD Hotel,3.7,Very Good,Kabilpore,Not Available,4289,7800,Restaurant,Navsari,,
Jay Shankar Hotel,3.5,Very Good,Alif Nagar,Not Available,1139,1600,Yoga,Navsari,,
Hotel supreme,3.5,Very Good,GIDC Kabilpore,Not Available,2481,2800,Restaurant,Navsari,,
Sagar Ratna Beach Resort,3.8,Very Good,Dipla,Special discount of ₹1951 applied. Valid for first 5 bookings of this property,5409,8000,Private Kitchen,Navsari,,
"Hotel Shahi Darbar, Navsari",4.1,Very Good,Panch Hatdi,4.3 km drive to Porbandar Airport (PBD),1784,2000,Restaurant,Navsari,,
Hare Krishna Hotel,4,Very Good,Vijalpore,Not Available,1740,2200,Restaurant,Navsari,,
CASSA MARINA BEACH RESORT,4.3,Excellent,Dipla,Not Available,5389,6000,Swimming Pool,Navsari,,
Hotel Prime Navsari,4,Very Good,Udyog Nagar,About a minute walk to Navsari Railway Station,6287,7000,Butler Services,Navsari,,
Hotel Gupta,3.5,Very Good,Kabilpore,Not Available,5389,6000,Restaurant,Navsari,,
Prakrutika Villa,4,Very Good,Navsari,Special discount of ₹2875 applied. Valid for first 5 bookings of this property,7905,14000,Shared Swimming Pool,Navsari,,
Ambica Valley Resort,3.5,Very Good,Kabilpore,Not Available,27194,30000,Swimming Pool,Navsari,,
A.K. Farmhouse,3.5,Very Good,Navsari,Special discount of ₹2569 applied. Valid for first 5 bookings of this property,9431,12000,Air Conditioning,Navsari,,
YOLOFarms 247,3.5,Very Good,Navsari,Not Available,13958,20000,Private Swimming Pool,Navsari,,
YOLOFarms 747,3.5,Very Good,Navsari,Special discount of ₹12886 applied. Valid for first 5 bookings of this property,22114,35000,Private Swimming Pool,Navsari,,
Hotel Summit,3,Good,Udhna Zone,21.4 km from Navsari,1606,1800,Restaurant,Navsari,,
Sanskruti GREENLAND RESORT,3.6,Very Good,Baleshwar,20.7 km from Navsari,4850,6000,Restaurant,Navsari,,
DWARKADHISH HOTEL PALSANA,3.5,Very Good,Palsana,16.4 km from Navsari,2215,2500,24-hour Room service,Navsari,,
Collection O The Valentine Hotel,2.7,Average,Karadva Gam,24.4 km from Navsari,1545,2852,Lounge,Navsari,,
Mandhas Club and Resort,2.5,Average,Baleshwar,21.2 km from Navsari,1784,2000,24-hour Room service,Navsari,,
Hotel The Grand Darshan,4,Very Good,Gandevi,15.6 km from Navsari,1622,2050,24-hour Room service,Navsari,,
La Casa Club & Resort,3.6,Very Good,Palsana,19.1 km from Navsari,4939,5499,Jacuzzi,Navsari,,
FabHotel The Valentine - Udhna Road,2.4,Average,Karadva Gam,24.4 km from Navsari,1382,3304,Restaurant,Navsari,,
Escape house,3,Good,Baleshwar,20.7 km from Navsari,7133,8000,Gym,Navsari,,
Hotel Sahyog Baleshwar,4.8,Excellent,Baleshwar,20.3 km from Navsari,1187,1500,Restaurant,Navsari,,
Hotel Aavkar,4,Very Good,Palsana,16.8 km from Navsari,714,800,Kitchenette,Navsari,,
Hotel Supreme and Guest House,3.9,Very Good,Kayalan Nagar,22.8 km from Navsari,2435,3100,Restaurant,Navsari,,
HOTEL RELIEF,3.5,Very Good,Gandevi,19.6 km from Navsari,2658,3000,24-hour Room service,Navsari,,
Silver Stone Bunglows,4.2,Very Good,Baleshwar,21.8 km from Navsari,3495,5500,Shared Swimming Pool,Navsari,,
HOTEL SARVOTTAM,4.1,Very Good,Palsana,16.6 km from Navsari,1329,1489,24-hour Room service,Navsari,,
Super Hotel O Dindoli Surat,3.9,Very Good,Karadva Gam,23.6 km from Navsari,1141,2102,24-hour Room service,Navsari,,
"Hotel Saffron, Chikhli",3.3,Good,"Chikhli, Gujarat",22.4 km from Navsari,1522,2400,24-hour Room service,Navsari,,
KAVYA RESTRO,3.7,Very Good,Palsana,24.2 km from Navsari,1869,3000,24-hour Room service,Navsari,,
YOLOFarms 111,3.5,Very Good,Palsana,15.1 km from Navsari,13354,18000,Private Swimming Pool,Navsari,,
YOLOFarms 888,3.5,Very Good,"Chikhli, Gujarat",24.6 km from Navsari,9592,15000,Private Swimming Pool,Navsari,,
Hotel Shree Shiv Shakti,2.7,Average,Baleshwar,20.7 km from Navsari,1561,1750,24-hour Room Service,Navsari,,
Hotel Sahyog,4,Very Good,"Chikhli, Gujarat",25.0 km from Navsari,1424,1800,24-hour Room service,Navsari,,
Dream Inn By Nexottel,4.4,Excellent,C.U.Shah Government Politechnic,Not Available,2648,3600,Gym,Surendranagar,,
Pelican Hotel,3.8,Very Good,Ambedkarnagar,Not Available,2315,2650,24-hour Room Service,Surendranagar,,
HOTEL SATURN RESIDENCY,3.6,Very Good,Vadhavan,Not Available,1029,1500,24-hour Room service,Surendranagar,,
Hotel Royal Palace,3.7,Very Good,Vadhavan,9 minutes walk to Surendranagar Gate Railway Station,1721,2500,24-hour Room Service,Surendranagar,,
Hotel Sunrise,3.4,Good,Vadhavan,Not Available,1967,2300,Restaurant,Surendranagar,,
Hotel Shiv International (100 kms from Ahmedabad),2.7,Average,Ambedkarnagar,Not Available,1925,2250,Restaurant,Surendranagar,,
HOTEL SKY INN,3.5,Very Good,Ram Nagar,Not Available,2019,2300,Caretaker,Surendranagar,,
